time,vehicle x-position,vehicle y-position,vehicle z-position,velocity (m/s),revolutions per minute,roll (radians),pitch (radians),yaw (radians),water temperature (Celsius),velocity (m/s),rotation of the steering wheel,throttle,brake,clutch,airspeed,airflow speed,altitude,reverse,throttle,
21.075501028448,-25.023950746283,-34.280027417466,0.27823439281747,18.732371868642,5475.4292365039,-0.060421772301197,-0.0028243574779481,1.0725562572479,90.309268098724,18.732371868642,278.58975461808,1,0,0,18.827291687102,18.862007371734,0.27834393756196,0,1,
22.131001070142,-7.8529995307326,-42.50682985154,0.28376165191185,17.846218917675,5447.004663679,-0.051900409162045,0.00029008605633862,1.5414084196091,90.39256179797,17.846218917675,-124.65734936176,1,0,0,17.868693357605,17.892835376995,0.28062675413018,0,1,
23.185001090169,11.18757548742,-43.106016299338,0.28325196086507,18.681496251454,5408.4461489644,-0.059487223625183,0.00011166320473421,1.7978103160858,90.469645273359,18.681496251454,186.34664607505,1,0,0,18.528569345767,18.506846683365,0.28293274667584,0,1,
24.247501160949,29.660090340301,-35.662244339008,0.2776744082928,18.644777742761,4199.942487689,-0.059514924883842,-0.003626627381891,2.3082106113434,90.546254911753,18.644777742761,274.63754216996,1,0,0,18.753955385992,18.795319028993,0.27833975191266,0,1,
25.316501211375,43.162275647745,-21.785551835783,0.27965572277799,17.83055830796,4067.4951957882,-0.058577615767717,-0.0027043679729104,2.7846684455872,90.611086577415,17.83055830796,294.5837951994,1,0,0,17.95453051403,17.986973549261,0.27949231260682,0,1,
26.373001229018,50.057233269559,-4.6975478194654,0.32571009184358,17.471069046159,3715.6021409808,0.055568087846041,-0.0060063186101615,3.0282971858978,90.673910541513,17.471069046159,-534.16503034354,1,0,0,17.482627247764,17.465595744234,0.31599674926484,0,1,
27.432501252741,58.364423635416,10.241546826903,0.33045549064491,14.419494774523,5339.8037219558,0.050716646015644,-0.0097586922347546,1.7995383739471,90.714568548047,14.419494774523,-720,1,0,0,15.018376654352,15.299783509982,0.3333253718364,0,1,
28.495001282543,67.286049022106,19.060218545375,0.3403601608909,9.3557795135347,5462.6057963865,0.035661432892084,0.0062450566329062,0.65205508470535,90.847582475507,9.3557795135347,556.05615251171,1,0,0,9.9902802418735,10.422492616959,0.33772362472338,0,1,
29.561001319438,73.176164097502,22.620569339255,0.34431313993809,3.8668744182156,5082.7718449484,0.040305159986019,0.0023507229052484,-0.63978284597397,91.395141808871,3.8668744182156,279.53202405315,1,0,0,4.4374728196365,4.7342378633031,0.34503624512971,0,1,
30.6295013614,74.596374326982,24.18715100961,0.30568256047263,0.26379286800647,3850.1680558127,-0.02341135405004,0.0027959949802607,-1.1765601634979,92.078203528491,0.26379286800647,194.9869899313,1,0,0,0.52065220998058,0.54836558098491,0.30181523278124,0,1,
31.697001401335,72.499056304106,23.302022565505,0.31931443573103,3.9871696617393,3450.5082877414,0.0068732406944036,0.0025668069720268,-1.173987865448,92.810515583079,3.9871696617393,-152.96529916703,1,0,0,3.5166075733878,3.4403895753784,0.31637291385863,0,1,
32.736501455307,66.832127058879,21.238847916946,0.28568271655786,7.9492900840757,3329.0700182603,-0.046910546720028,0.0019636510405689,-1.1571016311646,93.302197971588,7.9492900840757,298.08183413169,1,0,0,7.3341426951583,7.2221408297871,0.29204658476012,0,1,
33.802501510829,60.064758973895,14.202590107452,0.2977387703686,10.433717819039,4001.6374841915,-0.023823946714401,0.0019842400215566,-0.57908886671066,93.442612045338,10.433717819039,-31.069314639843,1,0,0,10.041426684589,9.9771722949664,0.29926975770251,0,1,
34.873501550406,51.524464619812,5.5946878313553,0.34069009297036,11.606639467678,4824.4334517235,0.061864908784628,-0.0057726260274649,-1.0947844982147,93.409353350539,11.606639467678,-384.27270550289,1,0,0,11.689673601301,11.697234044169,0.33918616692312,0,1,
35.935501620173,39.235042058863,2.6198293039051,0.3211841259581,12.923621607482,3440.5431476693,0.025897929444909,-0.0026129817124456,-1.6112073659897,93.271654358888,12.923621607482,79.673485842456,1,0,0,12.585111357073,12.535091198203,0.32181584615738,0,1,
37.009501706809,23.855227459222,2.5177674882689,0.30660035399944,15.537014605047,2823.6803761569,-0.0035610271152109,-0.0016653622733429,-1.5652896165848,93.003135921779,15.537014605047,-0.032829257191742,1,0,0,15.203693817095,15.151984730665,0.30666276915223,0,1,
38.080001778901,7.578410633374,2.4287655719527,0.24421093490946,12.363336288456,2739.8607016207,0.0022466976661235,-0.051573697477579,-1.5652495622635,92.493895203671,12.363336288456,1.2499314849978,0,1,0,13.60733285301,13.803691573205,0.26059120134236,0,0,
39.122501857579,-0.031805123668164,2.356413007934,0.26402148233774,2.3365940264779,796.42359958086,0.0010388538939878,-0.042261935770512,-1.5549384355545,91.769794018841,2.3365940264779,-0.049539517863906,0,1,0,3.7996017143407,4.0390101418007,0.26181390629729,0,0,
40.162001937628,-0.22532262331015,2.3567404049287,0.28761313891414,0.011360366393922,726.87520964334,-0.0024953268002719,-0.016539081931114,-1.5558223724365,91.39212032595,0.011360366393922,-6.23045418766e-05,0,0.3,0,0.080511759619546,0.082713843625488,0.29187781591907,0,0,
41.205002013594,-0.22298474841426,2.3561794533271,0.29536006796621,0.0023437868977771,717.59060271278,-0.00063515501096845,-0.013514983467758,-1.5555983781815,91.214519095481,0.0023437868977771,3.9514665224105e-07,0,0.3,0,0.0069103240660767,0.0068638607647065,0.29510834082856,0,0,
