time,engineLoad,outputTorqueState,instantEngineLoad,fundamentalFrequencyRPMCoefExhaust,lastOutputTorque,idleStartCoef,idleAVReadErrorRange,fastIgnitionErrorCoef,invTempRevLimiterRange,ignitionCoef,tempRevLimiterMaxAVOvershoot,hasFuel,starterMaxAV,overTorqueDamage,thermals: connectingRodBearingsDamaged,thermals: coolantTemperature,thermals: cylinderWallOverheatDamage,thermals: cylinderWallTemperature,thermals: cylinderWallsMelted,thermals: radiatorFanSpin,thermals: coolantEfficiency,thermals: coolantLeakRate,thermals: energyBlockToAir,thermals: energyCoolantToAir,thermals: energyCoolantToBlock,thermals: energyCylinderWallToBlock,thermals: energyCylinderWallToCoolant,thermals: energyCylinderWallToOil,thermals: energyExhaustToAir,thermals: energyOilSumpToAir,thermals: energyOilToAir,thermals: energyOilToBlock,thermals: energyToCylinderWall,thermals: energyToExhaust,thermals: energyToOil,thermals: engineBlockMelted,thermals: engineBlockOverheatDamage,thermals: engineBlockTemperature,thermals: engineEfficiency,thermals: exhaustTemperature,thermals: fanActive,thermals: headGasketBlown,thermals: oilOverheatDamage,thermals: oilTemperature,thermals: oilThermostatStatus,thermals: oilThermostatTemperature,thermals: pistonRingsDamaged,thermals: radiatorAirSpeed,thermals: radiatorAirSpeedEfficiency,thermals: thermostatStatus,thermals: thermostatTemperature,
0.035500001162291,0.37809327782961,1,0.37809327782961,nil,52.754121543183,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,80.837664117206,0,80.947540855929,false,0,1,nil,92.286463485053,0,93.575984883081,38.809630791764,108.16195007029,-3.4422102847177,22.325454726996,14.451021633272,0,12.655208701659,153.59449439796,153.59449439796,51.784263320477,false,0,80.729441987216,0.33258029154519,103.75156605539,false,false,0,81.902640246633,0,110,false,1.4333275612444e-05,0.1,0,90,
1.0750000551343,0.37087840299357,1,0.37087840299357,nil,51.746875337932,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,80.844525464561,0,80.957599401711,false,0,1,nil,91.015734824967,0,91.290033734981,38.630437929205,109.82541304607,-3.5329981138133,22.358863356664,14.260757154646,0,12.916820617192,155.22217546747,155.22217546747,52.275128709842,false,0,80.737404108448,0.33258029154519,104.09584601195,false,false,0,81.951701929675,0,110,false,5.0835486035794e-05,0.1,0,90,
2.1125001050532,0.37930759973034,1,0.37930759973034,nil,52.649821042301,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,80.851123911325,0,80.959231636312,false,0,1,nil,92.308621597545,0,91.552324041858,38.296243851468,107.64792085272,-3.7405603554742,23.016578088112,14.471715513573,0,13.519455697511,147.75803808888,147.75803808888,50.486846905921,false,0,80.745215271769,0.33517481049563,104.4298975791,false,false,0,81.998247229194,0,110,false,6.4628093969077e-05,0.1,0,90,
3.1475001499057,1,1,1,nil,295.81167629788,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,80.940652592635,0,82.491549968996,false,0,1,nil,91.045047958392,0,141.21906518657,279.87663725434,1402.5535925733,0.91333490489426,24.141166970024,14.287982325549,0,14.052593520578,2252.9097206511,2252.9097206511,127.07069069952,false,0,80.760101870603,0.3,106.01951898139,false,false,0,82.085751980545,0,110,false,0.1484079003334,0.1,0,90,
4.1915001943707,1,1,1,nil,382.71005027204,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,81.752418555502,0,85.145340615309,false,0,1,nil,88.654710575333,0,688.64186561291,711.71846786902,3182.2079101848,9.0636601593718,34.479396493149,24.510945164545,0,15.512127594026,4381.7276625804,4381.7276625804,186.57216382991,false,0,80.89484214722,0.3,115.3961193468,false,false,0,82.399092832134,0,110,false,3.1975429534912,0.17571289495859,0,90,
5.2460002340376,1,1,1,nil,331.27175435892,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,83.085846398759,0,88.477026206731,false,0,1,nil,92.953593596284,0,1581.3387956094,1305.4652947548,5465.7103890824,20.021160012725,66.423828722937,35.242607844262,0,18.264437647112,6863.8459767785,6863.8459767785,322.29866311381,false,0,81.219159394867,0.3,132.19201501603,false,false,0,82.918688035586,0,110,false,4.7447406768799,0.24030402599492,0,90,
6.2900002971292,1,1,1,nil,356.17874728532,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,84.358967662375,0,89.674363526084,false,0,1,nil,93.639067688957,0,2268.8531251352,1428.0505832386,5350.0879534781,21.614619951904,119.9669368996,43.076204020802,0,20.8391751386,6975.6081451364,6975.6081451364,319.53134516654,false,0,81.711351843361,0.3,150.75983615826,false,false,0,83.644119859344,0,110,false,6.1448635101318,0.29060785883945,0,90,
7.327500347048,1,1,1,nil,394.74582786222,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,85.369144334106,0,90.415842994507,false,0,1,nil,91.827263165559,0,2576.350585533,1420.3396040905,4948.1594331185,21.793588672131,192.27084537898,54.767993777529,0,19.839610229039,6494.9950941415,6494.9950941415,266.39949986363,false,0,82.291335113036,0.3,168.69191530185,false,false,0,84.177387635838,0,110,false,9.0803131103516,0.37708451168138,0,90,
8.3855003677309,1,1,1,nil,265.52747615178,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,86.258532015673,0,91.267501492406,false,0,1,nil,92.697978681328,0,2790.4078708505,1456.7343300776,4902.2363991087,22.678022769748,299.44644738566,57.430093201307,0,19.369991495408,6507.1365711439,6507.1365711439,379.43754200223,false,0,82.930613587982,0.3,186.61411262272,false,false,0,84.779558839485,0,110,false,9.6731231689453,0.39205102259289,0,90,
9.4545004107058,1,1,1,nil,223.09646445772,1,5.23598775,1,0.01705231535076,1,58.6430628,true,54.977871375,0,false,86.793235756166,0,91.597588671756,false,0,1,nil,96.238421692952,0,2783.9854069302,1442.5681135043,4830.3984608722,21.64699164907,429.12709523905,51.223085314678,0,21.613111863047,6437.3660944441,6437.3660944441,399.58029376701,false,0,83.565772817003,0.3,201.37967219006,false,false,0,85.57312706661,0,110,false,7.5954582214355,0.33614977607447,0,90,
